hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date
Resort Hotel,0,173.0,2017,August,35,27,4.0,6.0,2,1.0,0.0,HB,,Offline TA/TO,TA/TO,1,0,1,D,D,0,No Deposit,181,207,0,Group,200.73,0,1,Check-Out,2017-09-09,2017-08-27
Resort Hotel,1,57.0,2017,March,10,11,2.0,5.0,1,0.0,0.0,HB,,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,207,0,Transient-Party,51.0,0,0,Canceled,2017-01-26,2017-03-11
City Hotel,1,275.0,2016,June,23,4,1.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5,207,69,Transient,62.8,0,0,Canceled,2015-11-11,2016-06-04
City Hotel,1,76.0,2016,March,13,25,1.0,2.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,207,0,Transient,59.5,0,0,No-Show,2016-03-25,2016-03-25
City Hotel,1,6.0,2016,February,6,5,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,207,0,Transient-Party,106.0,0,0,Canceled,2016-02-03,2016-02-05
City Hotel,0,201.0,2017,February,9,27,1.0,3.0,1,2.0,0.0,BB,,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,14,207,0,Transient,76.16,0,2,Check-Out,2017-03-03,2017-02-27
Resort Hotel,0,0.0,2015,August,35,28,0.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,14,207,0,Transient,153.0,0,1,Check-Out,2015-08-29,2015-08-28
City Hotel,1,211.0,2016,May,21,20,0.0,2.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,207,111,Transient,211.89000000000001,0,0,Canceled,2016-03-18,2016-05-20
Resort Hotel,0,187.0,2016,June,23,2,2.0,5.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,72.0,0,1,Check-Out,2016-06-09,2016-06-02
City Hotel,1,267.0,2015,July,28,11,2.0,1.0,2,0.0,0.0,BB,,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,207,0,Transient-Party,62.8,0,0,Canceled,2015-01-01,2015-07-11
City Hotel,0,359.0,2016,October,42,14,2.0,3.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,207,0,Transient-Party,70.0,0,0,Check-Out,2016-10-19,2016-10-14
City Hotel,1,153.0,2016,June,27,30,1.0,3.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,192,207,40,Transient,85.0,0,0,Canceled,2016-03-16,2016-06-30
City Hotel,0,7.0,2016,March,10,3,0.0,1.0,1,0.0,0.0,BB,,Corporate,Corporate,0,0,0,A,A,1,No Deposit,14,217,0,Transient-Party,80.0,0,1,Check-Out,2016-03-04,2016-03-03
City Hotel,1,41.0,2017,February,6,7,0.0,2.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,14,207,0,Transient,140.4,0,1,Canceled,2016-12-31,2017-02-07
Resort Hotel,0,100.0,2015,July,28,6,3.0,6.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,241,207,0,Transient,63.86,0,1,Check-Out,2015-07-16,2015-07-06
City Hotel,1,34.0,2015,December,50,8,0.0,2.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,207,0,Transient,90.0,0,0,Canceled,2015-11-17,2015-12-08
City Hotel,0,150.0,2016,July,31,27,0.0,2.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,14,207,0,Transient,94.5,0,1,Check-Out,2016-07-29,2016-07-27
City Hotel,0,4.0,2017,April,17,27,0.0,3.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,207,0,Transient,0.0,0,2,Check-Out,2017-04-30,2017-04-27
City Hotel,0,27.0,2017,March,12,19,2.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,207,0,Transient,76.23,0,0,Check-Out,2017-03-24,2017-03-19
Resort Hotel,1,16.0,2015,October,44,25,2.0,3.0,2,2.0,0.0,BB,,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,207,0,Transient,106.0,0,0,Canceled,2015-10-10,2015-10-25
City Hotel,1,85.0,2016,September,38,15,1.0,3.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,207,0,Transient,168.3,0,0,Canceled,2016-07-19,2016-09-15
City Hotel,0,279.0,2016,October,42,10,1.0,2.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16,207,0,Transient-Party,76.5,0,1,Check-Out,2016-10-13,2016-10-10
City Hotel,1,150.0,2016,January,1,2,2.0,1.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,207,91,Transient,101.0,0,0,Canceled,2015-11-04,2016-01-02
City Hotel,0,9.0,2016,February,7,10,0.0,1.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,86.0,0,1,Check-Out,2016-02-11,2016-02-10
Resort Hotel,0,164.0,2016,November,45,4,2.0,3.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,A,1,No Deposit,250,207,0,Transient,43.8,1,0,Check-Out,2016-11-09,2016-11-04
City Hotel,0,0.0,2017,March,10,7,0.0,1.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,9,207,0,Transient,88.2,0,0,Check-Out,2017-03-08,2017-03-07
City Hotel,0,56.0,2015,December,53,30,1.0,4.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,207,0,Contract,105.75,0,2,Check-Out,2016-01-04,2015-12-30
City Hotel,0,55.0,2016,April,15,6,0.0,1.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56,207,0,Transient-Party,104.0,0,0,Check-Out,2016-04-07,2016-04-06
Resort Hotel,0,8.0,2015,December,49,5,2.0,1.0,3,0.0,0.0,Undefined,,Groups,TA/TO,0,0,0,A,C,0,No Deposit,350,207,0,Transient-Party,91.2,0,0,Check-Out,2015-12-08,2015-12-05
Resort Hotel,0,72.0,2016,December,53,30,1.0,2.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,D,D,0,No Deposit,14,207,0,Transient,150.0,0,1,Check-Out,2017-01-02,2016-12-30
City Hotel,1,2.0,2016,May,21,19,0.0,2.0,1,0.0,0.0,BB,,Aviation,Corporate,0,0,0,D,D,0,No Deposit,14,153,0,Transient,110.0,0,0,No-Show,2016-05-19,2016-05-19
City Hotel,0,329.0,2017,July,30,24,1.0,5.0,1,2.0,0.0,BB,,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,207,0,Transient,91.85,0,3,Check-Out,2017-07-30,2017-07-24
Resort Hotel,0,4.0,2017,January,2,14,0.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,177,207,0,Transient-Party,34.0,0,0,Check-Out,2017-01-15,2017-01-14
City Hotel,0,52.0,2017,August,31,1,0.0,4.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,160.0,0,3,Check-Out,2017-08-05,2017-08-01
City Hotel,0,3.0,2017,February,9,28,0.0,4.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,207,0,Transient,100.3,0,1,Check-Out,2017-03-04,2017-02-28
Resort Hotel,1,256.0,2016,June,25,17,2.0,6.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,72.0,0,1,Canceled,2015-12-30,2016-06-17
City Hotel,1,8.0,2015,October,41,10,2.0,1.0,2,0.0,0.0,BB,,Groups,TA/TO,0,1,0,A,D,0,Non Refund,1,207,0,Transient,62.0,0,0,Canceled,2015-10-07,2015-10-10
City Hotel,0,10.0,2017,January,4,25,0.0,2.0,2,1.0,0.0,BB,,Direct,Direct,0,0,0,A,D,0,No Deposit,14,207,0,Transient,108.0,0,1,Check-Out,2017-01-27,2017-01-25
City Hotel,0,7.0,2016,November,47,17,0.0,1.0,1,0.0,0.0,BB,,Corporate,Corporate,1,0,2,A,A,0,No Deposit,14,40,0,Transient-Party,67.0,1,1,Check-Out,2016-11-18,2016-11-17
City Hotel,0,122.0,2017,June,24,17,2.0,3.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,207,0,Transient,72.42,0,1,Check-Out,2017-06-22,2017-06-17
City Hotel,0,191.0,2017,August,33,15,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,207,0,Transient,132.5,0,0,Check-Out,2017-08-18,2017-08-15
City Hotel,1,113.0,2016,August,23,31,0.0,3.0,1,0.0,0.0,BB,,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,14,202,0,Transient,100.0,0,0,Canceled,2016-04-11,2017-06-08
Resort Hotel,1,107.0,2016,August,33,13,2.0,2.0,3,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,14,207,0,Transient,211.89000000000001,0,0,Canceled,2016-04-28,2016-08-13
City Hotel,0,7.0,2017,February,6,9,0.0,1.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,D,A,0,No Deposit,14,207,0,Transient,113.0,0,0,Check-Out,2017-02-10,2017-02-09
City Hotel,1,21.0,2016,December,52,19,1.0,4.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,67.32,0,0,Canceled,2016-12-07,2016-12-19
City Hotel,1,90.0,2016,June,27,28,1.0,5.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,114.3,0,0,Canceled,2016-03-31,2016-06-28
City Hotel,1,267.0,2016,September,40,30,1.0,2.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26,207,0,Transient,95.0,0,0,Canceled,2016-02-09,2016-09-30
Resort Hotel,0,0.0,2016,January,4,22,0.0,1.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient,45.0,0,0,Check-Out,2016-01-23,2016-01-22
City Hotel,0,385.875,2017,June,26,25,2.0,0.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,207,0,Transient-Party,122.4,0,1,Check-Out,2017-06-27,2017-06-25
Resort Hotel,0,7.0,2015,October,42,15,0.0,0.0,2,0.0,0.0,BB,,Groups,Corporate,0,0,0,A,I,3,No Deposit,14,223,0,Transient-Party,0.0,0,0,Check-Out,2015-10-15,2015-10-15
Resort Hotel,1,233.0,2017,May,18,5,2.0,5.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,60.0,0,2,Canceled,2016-10-12,2017-05-05
City Hotel,0,63.0,2017,June,25,24,1.0,1.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,207,0,Transient,211.89000000000001,0,1,Check-Out,2017-06-26,2017-06-24
Resort Hotel,0,215.0,2016,December,52,20,2.0,5.0,1,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,207,0,Transient,43.5,0,0,Check-Out,2016-12-27,2016-12-20
City Hotel,1,280.0,2016,September,39,19,1.0,2.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,207,35,Transient,100.0,0,0,Canceled,2016-01-18,2016-09-19
City Hotel,0,4.0,2016,September,37,8,0.0,3.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,207,0,Transient,149.0,0,1,Check-Out,2016-09-11,2016-09-08
Resort Hotel,0,115.0,2017,May,18,6,2.0,2.0,2,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314,207,0,Transient,88.2,0,0,Check-Out,2017-05-10,2017-05-06
City Hotel,1,0.0,2015,October,44,28,0.0,2.0,2,0.0,0.0,BB,,Complementary,Direct,1,0,5,A,F,0,No Deposit,14,45,0,Transient,0.0,0,1,Canceled,2015-10-28,2015-10-28
City Hotel,1,158.0,2017,January,2,8,2.0,1.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,90.0,0,0,Canceled,2016-08-03,2017-01-08
City Hotel,1,173.0,2017,August,31,5,2.0,5.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,121.5,0,0,Canceled,2017-04-22,2017-08-05
Resort Hotel,0,152.0,2017,April,14,5,0.0,4.0,1,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,2,No Deposit,14,223,0,Transient-Party,42.0,0,0,Check-Out,2017-04-09,2017-04-05
City Hotel,1,183.0,2016,August,33,9,0.0,3.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,207,0,Transient-Party,112.0,0,1,No-Show,2016-08-09,2016-08-09
Resort Hotel,1,95.0,2016,June,25,14,2.0,5.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,327,207,0,Transient,57.6,0,1,Canceled,2016-03-21,2016-06-14
City Hotel,0,3.0,2016,September,39,22,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,7,207,0,Transient,211.89000000000001,0,1,Check-Out,2016-09-25,2016-09-22
City Hotel,0,11.0,2015,October,43,23,2.0,2.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,207,0,Transient-Party,88.5,0,0,Check-Out,2015-10-27,2015-10-23
Resort Hotel,1,12.0,2016,July,31,24,1.0,0.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient-Party,126.0,0,0,Canceled,2016-07-13,2016-07-24
City Hotel,0,55.0,2016,April,15,6,0.0,1.0,1,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,D,A,1,No Deposit,14,207,0,Transient-Party,92.0,0,0,Check-Out,2016-04-07,2016-04-06
Resort Hotel,0,89.0,2016,April,16,16,2.0,4.0,2,0.0,0.0,Undefined,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,207,0,Transient,71.76,0,0,Check-Out,2016-04-22,2016-04-16
City Hotel,0,14.0,2016,April,18,29,0.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,14,207,0,Transient-Party,65.0,0,0,Check-Out,2016-04-30,2016-04-29
City Hotel,0,6.0,2016,April,17,21,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,207,0,Transient,88.51,0,1,Check-Out,2016-04-24,2016-04-21
City Hotel,0,3.0,2015,December,51,18,0.0,2.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,D,D,0,No Deposit,14,207,0,Transient,65.89,0,0,Check-Out,2015-12-20,2015-12-18
Resort Hotel,0,258.0,2016,June,25,12,1.0,0.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,207,0,Transient,64.8,1,2,Check-Out,2016-06-13,2016-06-12
Resort Hotel,1,118.0,2015,July,31,29,1.0,4.0,3,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,207,0,Transient,186.0,0,2,Canceled,2015-07-10,2015-07-29
City Hotel,1,99.0,2016,February,8,19,0.0,1.0,2,0.0,0.0,BB,,Corporate,Corporate,0,1,0,A,A,0,No Deposit,14,67,0,Transient-Party,80.0,0,0,Canceled,2015-12-22,2016-02-19
Resort Hotel,0,7.0,2015,November,47,17,2.0,6.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,207,0,Transient,72.49,1,0,Check-Out,2015-11-26,2015-11-17
Resort Hotel,0,6.0,2016,April,16,16,2.0,6.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,207,0,Transient,84.25,1,2,Check-Out,2016-04-24,2016-04-16
Resort Hotel,1,99.0,2016,August,33,13,2.0,1.0,2,2.0,0.0,BB,,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,14,207,0,Transient,211.89000000000001,0,1,Canceled,2016-06-13,2016-08-13
City Hotel,0,256.0,2015,September,38,14,1.0,2.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,4,207,0,Transient-Party,0.0,0,0,Check-Out,2015-09-17,2015-09-14
City Hotel,0,94.0,2016,April,18,28,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient-Party,111.6,0,0,Check-Out,2016-04-30,2016-04-28
Resort Hotel,1,201.0,2016,July,31,28,2.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,126.0,0,1,Canceled,2016-01-28,2016-07-28
City Hotel,0,34.0,2017,August,33,14,1.0,0.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,14,207,0,Transient,211.89000000000001,1,2,Check-Out,2017-08-15,2017-08-14
City Hotel,0,99.0,2016,May,19,6,2.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,9,207,0,Transient,134.16,0,2,Check-Out,2016-05-11,2016-05-06
City Hotel,0,81.0,2017,May,20,18,0.0,2.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,207,0,Transient,139.5,0,0,Check-Out,2017-05-20,2017-05-18
City Hotel,0,49.0,2016,March,14,30,0.0,3.0,3,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,207,0,Transient,174.6,0,1,Check-Out,2016-04-02,2016-03-30
City Hotel,0,0.0,2015,August,32,8,0.0,1.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,B,0,No Deposit,14,207,0,Transient,85.0,0,0,Check-Out,2015-08-09,2015-08-08
City Hotel,1,162.0,2017,August,33,19,1.0,1.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,14,207,0,Transient,140.0,0,0,Canceled,2017-03-21,2017-08-19
City Hotel,1,75.0,2017,March,13,26,2.0,1.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,296,207,0,Transient-Party,72.0,0,0,Canceled,2017-02-10,2017-03-26
City Hotel,0,385.875,2017,June,24,14,0.0,3.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,207,0,Transient-Party,112.67,0,1,Check-Out,2017-06-17,2017-06-14
City Hotel,0,4.0,2016,August,28,8,0.0,1.0,1,0.0,0.0,BB,,Corporate,Corporate,1,0,25,E,E,0,No Deposit,14,51,0,Transient,106.0,0,0,Check-Out,2016-07-09,2017-06-08
City Hotel,1,385.875,2016,March,13,21,1.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,207,0,Transient,62.8,0,0,Canceled,2015-08-10,2016-03-21
Resort Hotel,0,347.0,2016,September,37,4,4.0,6.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,207,0,Contract,54.5,0,1,Check-Out,2016-09-14,2016-09-04
City Hotel,0,273.0,2015,August,29,17,0.0,2.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,207,0,Transient-Party,109.0,0,0,Check-Out,2015-07-19,2017-06-08
City Hotel,1,177.0,2016,May,20,8,2.0,0.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3,207,0,Transient,121.0,0,0,Canceled,2016-01-07,2016-05-08
City Hotel,0,4.0,2016,March,12,14,1.0,2.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,207,0,Transient,80.08,0,1,Check-Out,2016-03-17,2016-03-14
City Hotel,1,92.0,2016,October,45,31,1.0,3.0,2,1.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,106.43,0,1,Canceled,2016-10-10,2016-10-31
Resort Hotel,0,128.0,2016,December,50,8,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,207,0,Transient,36.04,0,2,Check-Out,2016-12-11,2016-12-08
Resort Hotel,0,159.0,2017,June,25,18,2.0,2.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,436,207,0,Transient,70.2,0,0,Check-Out,2017-06-22,2017-06-18
City Hotel,1,130.0,2017,May,21,26,1.0,2.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,112.0,0,1,Canceled,2017-01-20,2017-05-26
City Hotel,1,27.0,2016,June,27,26,2.0,1.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,207,0,Transient,152.67,0,0,Canceled,2016-05-31,2016-06-26
Resort Hotel,1,135.0,2017,February,5,4,4.0,6.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,37.8,0,2,Canceled,2016-12-01,2017-02-04
Resort Hotel,0,4.0,2016,August,34,20,2.0,1.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,F,F,0,No Deposit,250,207,0,Transient,211.89000000000001,1,0,Check-Out,2016-08-23,2016-08-20
Resort Hotel,0,0.0,2017,January,3,17,0.0,1.0,1,0.0,0.0,BB,,Direct,Direct,1,0,1,A,A,0,No Deposit,14,207,0,Transient,57.0,0,0,Check-Out,2017-01-18,2017-01-17
Resort Hotel,0,47.0,2015,October,43,19,1.0,4.0,2,0.0,0.0,HB,,Groups,Direct,0,0,0,A,A,0,No Deposit,14,207,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,2015-10-19
City Hotel,1,61.0,2015,September,36,5,2.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,207,0,Transient-Party,62.0,0,0,Canceled,2015-09-01,2015-09-05
City Hotel,1,385.875,2016,September,40,26,1.0,2.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,207,223,Transient-Party,75.0,0,0,Canceled,2016-07-08,2016-09-26
City Hotel,0,96.0,2015,November,47,21,2.0,4.0,1,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,2,No Deposit,37,207,0,Transient-Party,70.0,0,0,Check-Out,2015-11-27,2015-11-21
City Hotel,0,16.0,2016,July,29,14,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,160.0,0,1,Check-Out,2016-07-16,2016-07-14
Resort Hotel,0,14.0,2016,December,50,5,1.0,2.0,2,0.0,0.0,Undefined,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,207,0,Transient-Party,84.0,0,0,Check-Out,2016-12-08,2016-12-05
City Hotel,1,385.875,2016,October,41,7,0.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,207,391,Transient,65.0,0,0,Canceled,2016-09-20,2016-10-07
City Hotel,1,46.0,2017,January,1,1,2.0,0.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,14,207,0,Transient-Party,65.0,0,0,Canceled,2016-12-21,2017-01-01
City Hotel,1,48.0,2016,September,38,14,0.0,2.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,281,207,0,Transient-Party,130.0,0,0,Canceled,2016-09-06,2016-09-14
City Hotel,0,81.0,2016,March,13,25,1.0,2.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,4,No Deposit,3,207,4,Transient-Party,65.0,0,1,Check-Out,2016-03-28,2016-03-25
City Hotel,0,101.0,2016,October,42,13,0.0,3.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,56,207,0,Transient-Party,80.0,0,0,Check-Out,2016-10-16,2016-10-13
City Hotel,0,2.0,2016,March,13,23,0.0,2.0,2,1.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,207,0,Transient,117.65,0,1,Check-Out,2016-03-25,2016-03-23
City Hotel,0,8.0,2016,May,21,17,0.0,3.0,1,0.0,0.0,BB,,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,14,218,0,Transient-Party,130.0,0,0,Check-Out,2016-05-20,2016-05-17
Resort Hotel,1,103.0,2017,March,13,27,1.0,1.0,2,0.0,0.0,BB,,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,207,0,Transient,73.0,0,0,Canceled,2016-12-23,2017-03-27
City Hotel,0,9.0,2015,October,41,7,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,14,207,0,Contract,145.0,0,0,Check-Out,2015-10-10,2015-10-07
City Hotel,1,24.0,2015,December,49,5,2.0,1.0,2,0.0,0.0,BB,,Corporate,Corporate,0,1,0,A,A,0,No Deposit,14,143,0,Transient-Party,50.0,0,0,Canceled,2015-11-23,2015-12-05
Resort Hotel,0,58.0,2017,August,34,25,1.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,195.0,0,2,Check-Out,2017-08-28,2017-08-25
Resort Hotel,0,27.0,2016,September,37,8,0.0,2.0,2,0.0,0.0,BB,,Direct,Direct,0,0,2,A,A,1,No Deposit,250,207,0,Transient,88.29,0,1,Check-Out,2016-09-10,2016-09-08
City Hotel,0,49.0,2016,April,17,19,0.0,1.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,90.9,0,1,Check-Out,2016-04-20,2016-04-19
City Hotel,0,115.0,2016,May,22,28,2.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,207,0,Transient,75.0,0,0,Check-Out,2016-05-31,2016-05-28
City Hotel,0,182.0,2017,March,10,11,2.0,6.0,2,0.0,0.0,BB,,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,330,207,0,Transient-Party,90.0,0,1,Check-Out,2017-03-19,2017-03-11
Resort Hotel,1,148.0,2015,October,43,24,0.0,1.0,2,0.0,0.0,BB,,Groups,Direct,0,0,0,A,A,0,Non Refund,14,207,0,Transient,47.0,0,0,Canceled,2015-06-26,2015-10-24
